orbital_period,transit_duration,transit_depth,snr,stellar_mass,stellar_temp,stellar_magnitude,classification,planet_radius,planet_temp,semi_major_axis,impact_parameter
1.474206504450147,2.195315777769482,0.0001,10.949592993429809,1.095670655406815,5723.23303376011,16.021030569613053,confirmed_exoplanet,1.0359278440187762,(250.33624126588933+0j),(0.026133971255804887+0j),0.47228078846901406
1.7787611916295458,2.1577829830011384,0.0001,5.0,1.2449335242853983,4280.899201907311,13.143907871647531,confirmed_exoplanet,0.9103506084206321,(172.18150657879139+0j),(0.030907722285856188+0j),0.7066583652537123
57.9446376276727,4.803508447773926,0.0001,8.036323689164695,1.1182699065638804,5597.775332178144,12.969128675815094,confirmed_exoplanet,1.0199941784880855,(71.76868975870782+0j),(0.30418016913758505+0j),0.3961372443656412
2.3736770714044675,1.9481150909751532,0.0005628902841349422,24.721299984234342,0.8399053588472539,5495.577710143899,13.541099092336086,confirmed_exoplanet,2.2512353964066945,(214.37928928602108+0j),(0.03285723829633552+0j),0.46806121906002973
39.44513238931935,3.435606960242925,0.000540980241940021,5.0,1.2645283116845831,4692.731725707914,10.833411572926225,confirmed_exoplanet,3.061669432785673,(67.00721563443092+0j),(0.2452326632804219+0j),0.48842647484242363
1.857829245683627,2.420411100016258,0.0005907794732517803,10.589136189445775,1.1746368384139116,6210.198767674686,15.788664660217522,confirmed_exoplanet,3.0162014382793583,(248.5810643499481+0j),(0.03120648970572749+0j),0.10428215357261675
51.63980022269732,3.2664508241426606,0.0009556273430603142,11.201365866524684,1.3298940927354461,5357.8143029834755,13.179233382627398,confirmed_exoplanet,4.236650903022354,(69.34870788920162+0j),(0.2984479303574201+0j),0.4249934326457544
6.028880776628879,4.981539283344125,0.0002604216165197375,8.448682550662653,1.2918890601267363,6136.476371116753,16.990868505766947,confirmed_exoplanet,2.160943650649753,(163.2993193979215+0j),(0.07060563894702229+0j),0.3847869165226947
1.0846415257729236,1.6594507114305381,0.0001,9.894312997368262,1.3127474852018262,6222.825992500674,14.038000662124299,confirmed_exoplanet,1.0751571501281554,(292.5569765553983+0j),(0.022621656329462534+0j),0.0692819188459137
9.428257375631535,4.0426401499342,0.00030186439430595664,13.778095202030059,1.1504344994574416,6426.549322345622,14.514233740112559,confirmed_exoplanet,2.1204118033646053,(150.21228850609987+0j),(0.09151973816058637+0j),0.806482169931144
3.4672778932825157,2.938313211824673,0.0001,11.510332866971414,0.8896522827601716,6518.9868961116445,13.41609465834876,confirmed_exoplanet,0.19708092691979315,(221.98770364294847+0j),(0.04311936764082493+0j),0.30385365426326516
121.21965136546596,4.386574419218691,0.0019534142311324683,5.0,1.0644816490284266,3882.148053443412,12.113886383065475,confirmed_exoplanet,5.069118775346815,(39.23796400078188+0j),(0.4894420330677025+0j),0.2707904788350927
4.964674232473542,2.743057016998869,0.0006126582102881628,10.237197602524075,0.8702172158355961,4972.654158050817,14.007874608862805,confirmed_exoplanet,2.416217448514775,(150.78858598915173+0j),(0.054376290650078686+0j),0.44050748424980674
110.49289781912172,3.6582707991697974,0.0005648372117274256,9.988613276862578,1.2301890516119212,4580.165938004513,12.449327788086112,confirmed_exoplanet,3.060299186991486,(46.60754120475053+0j),(0.4828586826934111+0j),0.5690752475342216
16.370604944771152,4.026215976932065,0.0033780652415912266,11.35196796123049,1.0230684845753715,5105.254014237339,15.846325216683905,confirmed_exoplanet,6.457769392855425,(101.24184989809676+0j),(0.12714069211327114+0j),0.20384619767814416
24.718910612232307,3.342229265613503,0.00013904073491562624,6.446799495447327,1.1609008097146196,4768.247254990978,15.24109643192347,confirmed_exoplanet,1.4495455572398088,(80.7045864526734+0j),(0.17453844656586118+0j),0.10212616911653016
115.61647714787367,6.603470127685993,0.0015818102089132917,5.0,1.1668365395601896,6335.088488734927,15.052896322669392,confirmed_exoplanet,4.909191280249728,(64.06087234727731+0j),(0.4889784039141203+0j),0.8074941821579941
128.49542467163232,4.9792777280658465,0.00014097691105966623,9.18868936564191,0.5679875656948606,6452.581804890912,16.598793628528973,confirmed_exoplanet,0.8238910943655121,(71.02254601254187+0j),(0.4127095980818953+0j),0.07572596849554396
5.619756128725569,3.7255242559239212,0.0008519380961338147,19.468256644437602,1.2542204297729915,5639.866409593177,11.566290215281523,confirmed_exoplanet,3.8170501560667978,(154.40063867294953+0j),(0.06671284374334688+0j),0.21352417874712007
1.725475626591971,2.067271618772613,0.0007375424019257295,15.596612041792042,1.230993207979238,6514.711617923122,14.848972488112901,confirmed_exoplanet,3.4988294439465606,(265.19462681632865+0j),(0.030173865848837158+0j),0.33094422275349017
10.790580182253747,3.2942913868116204,0.020443171164189373,6.107000445459709,0.9281216475418571,6467.505576549307,15.075920007383992,confirmed_exoplanet,14.695447137129817,(149.785396401704+0j),(0.09321905196236425+0j),0.6502069037353548
4.329579152640249,2.5799419945083386,0.0007317957771925671,20.35912653195159,1.0125940193410068,5390.182546321747,13.75173522223668,confirmed_exoplanet,2.981041256318673,(166.8133341782625+0j),(0.052205399727642494+0j),0.34658795574173273
77.61551684571512,5.656905777421439,0.0008176786045641777,6.596426738160177,0.8461104047093134,6068.087392291163,14.184957743102194,confirmed_exoplanet,2.729340352505012,(73.93434221061764+0j),(0.336807094858125+0j),0.891048465093837
1.9958361964395637,2.0597838449995898,0.000809205051566636,28.78665369562276,1.3172270526587129,5541.088687583709,15.744894315320906,confirmed_exoplanet,3.8688559194197523,(212.46714060475117+0j),(0.03400765299601459+0j),0.26423265983804406
183.6651722550998,4.61600756486476,0.0020219604565549364,9.726737885518608,1.077162247294032,5519.145451572669,15.743827977624786,confirmed_exoplanet,5.206381385196922,(48.47276488162464+0j),(0.6482135400996947+0j),0.716213402492491
296.4094653682649,4.809127255138463,0.00011447628062940351,5.0,0.6542303885019956,4299.38528543426,14.330045596218676,confirmed_exoplanet,0.8313177934865909,(34.98127500043468+0j),(0.7552860554955576+0j),0.488380171236819
2.960825736925962,2.7573410963435463,0.0026692409209898085,18.639982601203112,1.0240596137622444,4785.503781096621,13.330365505210533,confirmed_exoplanet,5.744851790135878,(167.78414474687946+0j),(0.04067461910857171+0j),0.0768127184943912
1.2575032319453985,2.4144200860064124,0.000362255633792973,18.251517059753898,1.7167107872177387,6974.731006656427,16.72687098190341,confirmed_exoplanet,3.199558341771542,(298.4855518050359+0j),(0.02730098411293228+0j),0.29066082564712137
23.20577115978429,3.3648719668141926,0.00040650235922938733,12.009313381708706,0.4992602922728405,4882.544737794596,17.322603461216307,confirmed_exoplanet,1.261879564203493,(97.14224489737+0j),(0.12631246075945993+0j),0.6431363304300561
